video_id,group_id,Question,Answer Options,Correct Answer
OP02-R04-ContinentalBreakfast,"4316.jpg
4374.jpg
4467.jpg
4856.jpg
5230.jpg
5282.jpg
5368.jpg
5457.jpg
5558.jpg",What did the viewer look at immediately after taking a slice of bread from the container?,"A: The recipe card on the counter.
B: The plate where the bread was placed.
C: The mixture in the bowl.
D: The eating utensil for spreading.
E: The sandwich that was already prepared.",B
OP02-R05-Cheeseburger,"30.jpg
82.jpg
139.jpg
189.jpg
224.jpg
264.jpg
308.jpg
346.jpg
432.jpg",What did the viewer look at immediately after taking the patty container from the fridge drawer?,"A: The stove controls
B: The plate on the counter
C: The inside of the fridge drawer
D: The patty container in their hand
E: The cutting board",D
OP02-R05-Cheeseburger,"4845.jpg
5170.jpg
5496.jpg
5565.jpg
5643.jpg
5688.jpg
5723.jpg
5766.jpg
5811.jpg",What did the viewer look at immediately after compressing the patty with the cooking utensil?,"A: The plate on the counter.
B: The tomato slices.
C: The lettuce leaves.
D: The sandwich ingredients.
E: The stove controls.",A
OP02-R06-GreekSalad,"611.jpg
668.jpg
694.jpg
727.jpg
763.jpg
805.jpg
843.jpg
1061.jpg
1275.jpg",What did the viewer look at immediately after dividing and pulling apart the lettuce?,"A: The sink where they washed the lettuce.
B: The plate to put the divided lettuce on.
C: The bag of Romaine lettuce.
D: The countertop for additional ingredients.
E: The faucet to turn on the water.",A
OP02-R06-GreekSalad,"4459.jpg
4529.jpg
4593.jpg
4982.jpg
5368.jpg
5451.jpg
5591.jpg
5684.jpg
5904.jpg",What did the viewer look at immediately after taking the onion from the fridge?,"A: The eating utensil on the table.
B: The faucet in the sink.
C: Another onion inside the fridge.
D: The cutting board on the counter.
E: The knife on the table.",C
OP02-R07-Pizza,"6868.jpg
7020.jpg
7225.jpg
7322.jpg
7413.jpg
7496.jpg
7796.jpg
8106.jpg
8186.jpg",What did the viewer look at immediately after cutting the bell pepper and before moving towards the mushrooms?,"A: The knife on the counter.
B: The plate with the cut vegetables.
C: The stove where the pan is placed.
D: The bottle of water in the background.
E: The empty plates on the table.",B
OP02-R07-Pizza,"3718.jpg
3776.jpg
3822.jpg
3869.jpg
3911.jpg
4118.jpg
4324.jpg
4359.jpg
4579.jpg",What did the viewer look at immediately after turning on the faucet?,"A: The mushroom container
B: The sink drain
C: The oil container
D: The microwave
E: The pan on the stove",B
OP03-R02-TurkeySandwich,"5309.jpg
5332.jpg
5443.jpg
5552.jpg
5580.jpg
5611.jpg
5670.jpg
5726.jpg
5757.jpg",What did the viewer look at immediately after squeezing condiment onto the bread?,"A: The cheese on the counter.
B: The plastic film wrapper.
C: The closed condiment container.
D: The sliced bread in the plate.
E: The kitchen sink.",C
OP03-R02-TurkeySandwich,"4159.jpg
4377.jpg
4453.jpg
4484.jpg
4525.jpg
4567.jpg
4592.jpg
4616.jpg
4704.jpg",What did the viewer look at immediately after placing the tomato slices on the bread?,"A: The lettuce on the plate.
B: The condiment container.
C: Another slice of tomato.
D: The knife on the counter.
E: The bread they just placed the tomatoes on.",B
OP03-R03-BaconAndEggs,"8633.jpg
8852.jpg
8950.jpg
9066.jpg
9151.jpg
9236.jpg
9312.jpg
9359.jpg
9410.jpg",What did the viewer look at immediately after transferring the bacon from the pan to the plate?,"A: The recipe on the box
B: The sink
C: The bread container in the fridge
D: The condiment container in the drawer
E: The microwave",A
OP03-R03-BaconAndEggs,"10470.jpg
10499.jpg
10553.jpg
10611.jpg
10646.jpg
10679.jpg
10706.jpg
10757.jpg
10832.jpg",What did the viewer look at immediately after placing the bread on the plate?,"A: The fork and knife on the counter.
B: The condiment container.
C: The empty plates stacked nearby.
D: The bacon and eggs on the same plate.
E: The bread container.",D
OP03-R04-ContinentalBreakfast,"4195.jpg
4225.jpg
4266.jpg
4295.jpg
4321.jpg
4346.jpg
4445.jpg
4747.jpg
4976.jpg",What did the viewer look at immediately after taking the bread from the container?,"A: The plate on the counter.
B: The eating utensil on the plate.
C: The cup near the wall.
D: The condiment bottle in the background.
E: The microwave.",A
OP03-R04-ContinentalBreakfast,"5007.jpg
5038.jpg
5086.jpg
5191.jpg
5279.jpg
5315.jpg
5398.jpg
5475.jpg
5502.jpg",What did the viewer look at immediately after placing the cup on the counter?,"A: The recipe on the box
B: The sink faucet
C: The plate with toast
D: The kettle
E: The microwave",A
OP03-R05-Cheeseburger,"941.jpg
1008.jpg
1051.jpg
1088.jpg
1120.jpg
1174.jpg
1252.jpg
1316.jpg
1353.jpg",What did the viewer look at immediately after taking the patty from the container?,"A: The fridge drawer
B: The pan on the stove
C: The buns on the plate
D: The beef patties box
E: The countertop",C
OP03-R05-Cheeseburger,"2962.jpg
3304.jpg
3360.jpg
3402.jpg
3436.jpg
3557.jpg
3686.jpg
4059.jpg
4486.jpg",What did the viewer look at immediately after adjusting the stove settings?,"A: The other pan on the stove.
B: The patty in the frying pan.
C: The countertop next to the stove.
D: The digital clock on the stove.
E: The lid of the pot.",B
OP03-R06-GreekSalad,"14423.jpg
14469.jpg
14679.jpg
14864.jpg
14945.jpg
15031.jpg
15130.jpg
15417.jpg
15628.jpg",What did the viewer look at immediately after transferring cheese from the container to the plate?,"A: The knife on the plate.
B: The bowl of chopped vegetables.
C: The lid of the cheese container.
D: The paper towel on the counter.
E: The bottle of cooking oil.",C
OP03-R06-GreekSalad,"10908.jpg
10927.jpg
10945.jpg
11092.jpg
11257.jpg
11298.jpg
11339.jpg
11417.jpg
11476.jpg",What did the viewer look at immediately after transferring lettuce from the plate to the bowl?,"A: The tomato slices on the plate.
B: The bottle of vinegar in the background.
C: The salt container on the counter.
D: The knife used for cutting vegetables.
E: The recipe card near the countertop.",A
OP04-R01-PastaSalad,"441.jpg
467.jpg
507.jpg
546.jpg
580.jpg
616.jpg
647.jpg
682.jpg
758.jpg",What did the viewer look at immediately after taking the grocery bag from the fridge?,"A: The tomato container
B: The recipe on the counter
C: The eating utensil
D: The carton of milk
E: The Crisco bottle",A
OP04-R01-PastaSalad,"4305.jpg
4925.jpg
5176.jpg
5284.jpg
5420.jpg
5471.jpg
5497.jpg
5536.jpg
5578.jpg",What did the viewer look at immediately after cutting the bell pepper and before taking the pasta container?,"A: The knife on the plate.
B: The sliced bell peppers on the plate.
C: The tomato and onion in the background.
D: The pot on the stove.
E: The empty bowl on the counter.",B
OP04-R02-TurkeySandwich,"3882.jpg
3924.jpg
3965.jpg
4000.jpg
4035.jpg
4069.jpg
4121.jpg
4247.jpg
4365.jpg",What did the viewer look at immediately after taking the sandwich from the plate?,"A: The condiment container in the fridge.
B: The bread on the counter.
C: The knife and fork on the plate.
D: The paper towel on the left side of the frame.
E: The salt shaker near the flour container.",D
OP04-R02-TurkeySandwich,"3882.jpg
3924.jpg
3965.jpg
4000.jpg
4035.jpg
4069.jpg
4121.jpg
4247.jpg
4365.jpg",What did the viewer look at immediately after taking the sandwich from the plate?,"A: The condiment container in the fridge.
B: The bread on the counter.
C: The knife and fork on the plate.
D: The paper that was put down earlier.
E: The refrigerator door.",C
OP04-R03-BaconAndEggs,"8129.jpg
8177.jpg
8218.jpg
8246.jpg
8286.jpg
8377.jpg
8452.jpg
8483.jpg
8533.jpg",What did the viewer look at immediately after opening the juice container?,"A: The fridge
B: The cup on the counter
C: The juice container lid
D: The kitchen sink
E: The refrigerator",C
OP04-R03-BaconAndEggs,"8601.jpg
8675.jpg
8722.jpg
8828.jpg
8944.jpg
9002.jpg
9053.jpg
9086.jpg
9129.jpg",What did the viewer look at immediately after taking the bacon from the container?,"A: The cooking utensils on the counter.
B: The pan on the stove.
C: The oil container.
D: The bacon container.
E: The cutting board with chopped ingredients.",E
OP04-R04-ContinentalBreakfast,"27.jpg
69.jpg
104.jpg
140.jpg
184.jpg
249.jpg
305.jpg
339.jpg
520.jpg",What did the viewer look at immediately after taking the bread container from the fridge?,"A: The inside of the bread container
B: The countertop where the bread container was placed
C: The other items in the fridge
D: The microwave on the counter
E: The sink",B
OP04-R04-ContinentalBreakfast,"5862.jpg
5956.jpg
6006.jpg
6061.jpg
6154.jpg
6234.jpg
6392.jpg
6554.jpg
6591.jpg",What did the viewer look at immediately after taking the cup in Frame 2?,"A: The cereal container
B: The milk container
C: The sandwich on the plate
D: The bowl with the spoon
E: The sink",A
OP04-R05-Cheeseburger,"939.jpg
1008.jpg
1072.jpg
1119.jpg
1156.jpg
1196.jpg
1229.jpg
1361.jpg
1497.jpg",What did the viewer look at immediately after taking the patty container from the fridge?,"A: The stove
B: The oil container on the counter
C: The bread slices on the plate
D: The patty container in their hand
E: The fridge",D
OP04-R05-Cheeseburger,"2158.jpg
2206.jpg
2257.jpg
2312.jpg
2373.jpg
2414.jpg
2446.jpg
2471.jpg
2640.jpg",What did the viewer look at immediately after spreading oil in the pan?,"A: The patty on the counter.
B: The bread near the cutting board.
C: The pot on the stove.
D: The bottle of oil on the countertop.
E: The patty being placed into the pan.",E
OP04-R06-GreekSalad,"946.jpg
977.jpg
1006.jpg
1053.jpg
1227.jpg
1372.jpg
1485.jpg
1601.jpg
1638.jpg",What did the viewer look at immediately after transferring vegetables from the bowl to the plate?,"A: The trash container
B: The eating utensil on the counter
C: The vegetable container
D: The cutting board with remaining vegetables
E: The tomato slices on the plate",D
OP04-R06-GreekSalad,"3366.jpg
3494.jpg
3834.jpg
4218.jpg
4312.jpg
4344.jpg
4398.jpg
4498.jpg
4597.jpg",What did the viewer look at immediately after taking the cucumber from the grocery bag?,"A: The cutting board on the counter.
B: The salad bowl.
C: The condiment container.
D: The refrigerator.
E: The plate with other ingredients.",A
OP04-R07-Pizza,"888.jpg
1214.jpg
1275.jpg
1324.jpg
1353.jpg
1390.jpg
1443.jpg
1497.jpg
1551.jpg",What did the viewer look at immediately after taking the sausage container from the drawer?,"A: The cheese container on the counter.
B: The pizza crust on the plate.
C: The microwave to check its settings.
D: The seasoning bottles nearby.
E: The empty drawer space.",A
OP04-R07-Pizza,"3220.jpg
3270.jpg
3352.jpg
3454.jpg
3559.jpg
3642.jpg
3690.jpg
3736.jpg
3775.jpg",What did the viewer look at immediately after pouring oil into the pan?,"A: The stove's control knob
B: The olive oil container
C: The refrigerator
D: The mushrooms in the fridge
E: The plate on the counter",B
OP05-R03-BaconAndEggs,"1530.jpg
1573.jpg
1635.jpg
1687.jpg
1722.jpg
2298.jpg
2892.jpg
2981.jpg
3084.jpg",What did the viewer look at immediately after closing the milk container?,"A: The seasoning container
B: The egg mixture in the bowl
C: The cabinet handle
D: The floor near their feet
E: The condiment container",A
OP05-R03-BaconAndEggs,"918.jpg
1010.jpg
1054.jpg
1097.jpg
1199.jpg
1312.jpg
1374.jpg
1424.jpg
1477.jpg",What did the viewer look at immediately after taking an egg from the fridge?,"A: The bowl on the counter.
B: The milk container in the fridge.
C: The plate next to the bowl.
D: The salt shaker on the counter.
E: The sink.",A
OP05-R04-ContinentalBreakfast,"4567.jpg
4655.jpg
4721.jpg
4811.jpg
4902.jpg
5013.jpg
5118.jpg
5275.jpg
5431.jpg",What did the viewer look at immediately after pouring water into the pot?,"A: The stove
B: The cabinet
C: The faucet
D: The cereal box
E: The bowl",A
OP05-R04-ContinentalBreakfast,"5494.jpg
5551.jpg
5604.jpg
5647.jpg
5699.jpg
5745.jpg
5788.jpg
5830.jpg
5906.jpg",What did the viewer look at immediately after pouring milk into the bowl?,"A: The milk container
B: The condiment container
C: The refrigerator
D: The cereal box
E: The countertop",A
OP05-R07-Pizza,"2829.jpg
2982.jpg
3001.jpg
3020.jpg
3040.jpg
3064.jpg
3086.jpg
3115.jpg
3558.jpg",What did the viewer look at immediately after finishing cutting the mushroom?,"A: The knife on the counter.
B: The cooking utensils near the stove.
C: The pot lid on the stove.
D: The sliced mushrooms in the pan.
E: The kettle on the stove.",D
OP05-R07-Pizza,"5703.jpg
5745.jpg
5777.jpg
5805.jpg
5840.jpg
5872.jpg
5917.jpg
6174.jpg
6426.jpg",What did the viewer look at immediately after taking the condiment container from the fridge?,"A: The pizza crust on the counter.
B: The cheese container in the fridge.
C: The microwave settings.
D: The bottle of RealLemon.
E: The ketchup bottle.",A
OP06-R02-TurkeySandwich,"1997.jpg
2121.jpg
2188.jpg
2259.jpg
2349.jpg
2430.jpg
2506.jpg
2617.jpg
2693.jpg",What did the viewer look at immediately after taking the lettuce container from the fridge?,"A: The deli meat container
B: The tomato on the counter
C: The plate on the counter
D: The inside of the fridge
E: The jar of pickles",D
OP06-R02-TurkeySandwich,"577.jpg
625.jpg
678.jpg
794.jpg
959.jpg
1141.jpg
1298.jpg
1592.jpg
1869.jpg",What did the viewer look at immediately after taking the deli meat container?,"A: The bread container
B: The cheese container
C: The grocery bag
D: The countertop
E: The deli meat inside the container",E
OP06-R03-BaconAndEggs,"11368.jpg
11418.jpg
11716.jpg
12067.jpg
12175.jpg
12227.jpg
12262.jpg
12299.jpg
12340.jpg",What did the viewer look at immediately after taking the plate in Frame 2?,"A: The bacon being moved around
B: The cooking utensils on the stove
C: The condiment container
D: The digital clock on the stove
E: The empty pan",A
OP06-R03-BaconAndEggs,"723.jpg
824.jpg
979.jpg
1095.jpg
1179.jpg
1277.jpg
1384.jpg
1466.jpg
1549.jpg",What did the viewer look at immediately after cracking the egg and before opening the milk container?,"A: The seasoning container
B: The eating utensil
C: The plate on the counter
D: The egg carton
E: The bowl",C
OP06-R04-ContinentalBreakfast,"3322.jpg
3452.jpg
3616.jpg
3708.jpg
3790.jpg
3867.jpg
3933.jpg
3988.jpg
4073.jpg",What did the viewer look at immediately after pouring milk into the bowl?,"A: The cereal box on the counter.
B: The refrigerator door.
C: The spoon in the bowl.
D: The milk container lid.
E: The plates stacked nearby.",C
OP06-R04-ContinentalBreakfast,"2462.jpg
2551.jpg
2593.jpg
2717.jpg
2827.jpg
2869.jpg
2951.jpg
3123.jpg
3271.jpg",What did the viewer look at immediately after operating the microwave and before taking the pot?,"A: The laptop on the counter.
B: The faucet in the sink.
C: The stove controls.
D: The plate stack on the counter.
E: The bottle of dish soap.",B
OP06-R05-Cheeseburger,"1282.jpg
1331.jpg
1386.jpg
1487.jpg
1597.jpg
1647.jpg
1696.jpg
1746.jpg
1826.jpg",What did the viewer look at immediately after taking the tomato from the fridge?,"A: The lettuce container
B: The plate on the counter
C: The inside of the fridge
D: The drawer handle
E: The countertop near the sink",C
OP06-R05-Cheeseburger,"5522.jpg
5602.jpg
5668.jpg
5994.jpg
6366.jpg
6451.jpg
6566.jpg
6687.jpg
6793.jpg",What did the viewer look at immediately after taking the cheese container from the refrigerator?,"A: The stove where the cooking utensils are placed.
B: The trash can to dispose of the cheese wrapper.
C: The kitchen counter where the cheese is being prepared.
D: The cabinet to retrieve a cutting board.
E: The sink to wash their hands.",C
OP06-R06-GreekSalad,"8102.jpg
8129.jpg
8380.jpg
8628.jpg
8651.jpg
8696.jpg
8759.jpg
8818.jpg
8877.jpg",What did the viewer look at immediately after taking the condiment container in Frame 8?,"A: The fridge
B: The eating utensil
C: The salad on the plate
D: The lettuce container
E: The condiment container they just took",E
OP06-R06-GreekSalad,"8102.jpg
8129.jpg
8380.jpg
8628.jpg
8651.jpg
8696.jpg
8759.jpg
8818.jpg
8877.jpg",What did the viewer look at immediately after taking the condiment container in Frame 8?,"A: The eating utensil on the counter.
B: The fridge door as they opened it again.
C: The salad bowl on the table.
D: The lettuce container inside the fridge.
E: The plates and bowls on the counter.",B
OP06-R07-Pizza,"4536.jpg
4792.jpg
5057.jpg
5299.jpg
5554.jpg
5638.jpg
5713.jpg
5762.jpg
5871.jpg",What did the viewer look at immediately after taking the cooking utensil in Frame 3?,"A: The mushrooms being mixed with a serving spoon.
B: The bell pepper on the cutting board.
C: The fridge door.
D: The sausage container inside the fridge.
E: The plates and bowls on the counter.",A
OP06-R07-Pizza,"5976.jpg
6003.jpg
6043.jpg
6085.jpg
6111.jpg
6338.jpg
6560.jpg
6932.jpg
7309.jpg",What did the viewer look at immediately after taking the carrot in Frame 3?,"A: The sausage container
B: The eating utensil
C: The cutting board with sausages
D: The mushroom on the counter
E: The cooking utensil",A
P01-R01-PastaSalad,"19138.jpg
19216.jpg
19321.jpg
19398.jpg
19474.jpg
19549.jpg
19652.jpg
19766.jpg
19829.jpg",What did the viewer look at immediately after pouring water into the sink?,"A: The recipe card on the counter.
B: The pot on the stove.
C: The faucet handle.
D: The pasta in the pot.
E: The microwave.",C
P01-R01-PastaSalad,"10118.jpg
10208.jpg
10311.jpg
10382.jpg
10474.jpg
10533.jpg
10562.jpg
10600.jpg
10635.jpg",What did the viewer look at immediately after transferring the onion to the plate in Frame 2?,"A: The paper towel on the counter.
B: The bag of carrots next to the jar.
C: The stove where the pan is placed.
D: The sink area.
E: The microwave above the countertop.",B
P01-R02-TurkeySandwich,"12648.jpg
12825.jpg
12931.jpg
13047.jpg
13177.jpg
13304.jpg
13449.jpg
13571.jpg
13673.jpg",What did the viewer look at immediately after taking the cheese from the container?,"A: The recipe on the counter.
B: The plate with the tomato.
C: The sugar containers in the background.
D: The cheese container lid.
E: The flour container.",B
P01-R02-TurkeySandwich,"138.jpg
309.jpg
369.jpg
420.jpg
469.jpg
510.jpg
536.jpg
564.jpg
599.jpg",What did the viewer look at immediately after washing and wiping the plate with a towel?,"A: The recipe instructions taped on the microwave.
B: The sink faucet.
C: The countertop where the plate was placed.
D: The basket of bread on the counter.
E: The sugar container.",C
P02-R01-PastaSalad,"16238.jpg
16284.jpg
16326.jpg
16457.jpg
16612.jpg
16756.jpg
17033.jpg
17316.jpg
17583.jpg",What did the viewer look at immediately after cleaning/wiping the counter in Frame 3?,"A: The pot on the stove.
B: The plate with vegetables.
C: The pasta being mixed.
D: The eating utensil.
E: The salad bowl.",A
P02-R01-PastaSalad,"17772.jpg
18145.jpg
18531.jpg
18590.jpg
18626.jpg
18702.jpg
18807.jpg
18889.jpg
18949.jpg",What did the viewer look at immediately after pouring seasoning from the container into the salad?,"A: The stove
B: The unknown container on the counter
C: The bowl of vegetables
D: The storage container lid
E: The condiment container",C
P02-R03-BaconAndEggs,"26678.jpg
26893.jpg
27229.jpg
27618.jpg
28020.jpg
28285.jpg
28496.jpg
28875.jpg
29092.jpg",What did the viewer look at immediately after washing the eating utensil in Frame 8?,"A: The sponge on the sink
B: The cup that was just washed
C: The knives before putting them away
D: The bowl that needs to be cleaned next
E: The faucet",C
P02-R03-BaconAndEggs,"1320.jpg
1378.jpg
1419.jpg
1466.jpg
1520.jpg
1563.jpg
1633.jpg
1725.jpg
1784.jpg",What did the viewer look at immediately after taking the bread container from the fridge?,"A: The cheese container
B: The egg container
C: The soda cans on the top shelf
D: The space saver in the fridge door
E: The empty spot where the bread container was",E
P02-R04-ContinentalBreakfast,"9092.jpg
9195.jpg
9292.jpg
9453.jpg
9593.jpg
9654.jpg
9721.jpg
9780.jpg
9825.jpg",What did the viewer look at immediately after cleaning their hands with a paper towel?,"A: The sandwich on the plate.
B: The counter they just wiped clean.
C: Another paper towel to clean the counter.
D: The bottle of condiment near the stove.
E: The fridge handle.",C
P02-R04-ContinentalBreakfast,"2141.jpg
2316.jpg
2429.jpg
2569.jpg
2656.jpg
2747.jpg
2976.jpg
3167.jpg
3311.jpg",What did the viewer look at immediately after transferring condiments from the container to the bowl?,"A: The recipe instructions on the wall.
B: The eating utensil in their hand.
C: The Georgia Tech bag on the floor.
D: The sink for cleaning up.
E: The microwave.",A
P02-R05-Cheeseburger,"15977.jpg
16051.jpg
16126.jpg
16222.jpg
16339.jpg
16464.jpg
16578.jpg
16658.jpg
16769.jpg",What did the viewer look at immediately after moving around the patty on the stove?,"A: The trash container
B: The cheese on the counter
C: The stove controls
D: The cutting board with ingredients
E: The window",C
P02-R05-Cheeseburger,"11834.jpg
11911.jpg
12189.jpg
12434.jpg
12510.jpg
12602.jpg
12667.jpg
12733.jpg
12820.jpg",What did the viewer look at immediately after spreading the condiment on the bread?,"A: The patty on the plate.
B: The knife used for spreading.
C: The pan with the cooking patty.
D: The refrigerator.
E: The sink.",B
P02-R06-GreekSalad,"2213.jpg
2231.jpg
2250.jpg
2282.jpg
2313.jpg
2334.jpg
2352.jpg
2369.jpg
2386.jpg",What did the viewer look at immediately after slicing a piece of cucumber in Frame 7?,"A: The sliced tomatoes on the cutting board.
B: The remaining cucumber piece.
C: The knife blade.
D: The sink area.
E: The plastic bag containing vegetables.",B
P02-R06-GreekSalad,"7383.jpg
7727.jpg
7773.jpg
7812.jpg
7851.jpg
7881.jpg
7905.jpg
7981.jpg
8059.jpg",What did the viewer look at immediately after dividing and pulling apart the paper towel?,"A: The sink faucet
B: The condiment container
C: The refrigerator
D: The counter
E: The stove",D
P03-R01-PastaSalad,"33439.jpg
33484.jpg
33515.jpg
33716.jpg
33920.jpg
33956.jpg
34038.jpg
34179.jpg
34266.jpg",What did the viewer look at immediately after transferring the cutting board and bowl?,"A: The recipe on the countertop.
B: The storage container near the stove.
C: The pot on the stove.
D: The bell pepper on the counter.
E: The eating utensil in the drawer.",A
P03-R01-PastaSalad,"11271.jpg
11320.jpg
11354.jpg
11394.jpg
11439.jpg
11475.jpg
11510.jpg
11539.jpg
11564.jpg",What did the viewer look at immediately after taking the carrot container from the fridge drawer?,"A: The seasoning container
B: The olive container
C: The inside of the fridge drawer
D: The countertop where the carrot was placed
E: The other items in the fridge",D
