video_id,group_id,Question,Answer Options,Correct Answer
7eaebd26-b486-4f5f-9882-8de183348c99,"12434.jpg
12464.jpg
12555.jpg
12625.jpg
12718.jpg
12736.jpg
12795.jpg
12831.jpg
12853.jpg",What did the viewer look at immediately after placing a playing card on the couch?,"A: The television screen
B: Man X's face
C: The cards in their own hand
D: The floor
E: The window",C
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"95.jpg
231.jpg
252.jpg
281.jpg
373.jpg
433.jpg
509.jpg
554.jpg
585.jpg",What did the viewer look at immediately after bringing out the pack of cards from the zipper bag?,"A: The paper on the table
B: The TV in the background
C: The bookshelf
D: The glass of water on the table
E: The remote control",A
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"1165.jpg
1302.jpg
1435.jpg
1565.jpg
1629.jpg
1668.jpg
2045.jpg
2346.jpg
2553.jpg",What did the viewer look at immediately after dropping the wrapper on the table?,"A: The pack of cards in his right hand.
B: The man X across the table.
C: The glass of water on the table.
D: The TV screen in the background.
E: The piece of paper on the table.",A
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"2886.jpg
2920.jpg
2990.jpg
3016.jpg
3055.jpg
3101.jpg
3349.jpg
3437.jpg
3598.jpg",What did the viewer look at immediately after shuffling the cards in his two hands for the second time?,"A: The television screen
B: The man X's hand as he moves the first dropped cards on the table
C: The glass of water on the table
D: The instruction paper on the table
E: The bookshelf in the background",B
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"6564.jpg
6574.jpg
6585.jpg
6629.jpg
6712.jpg
6776.jpg
6829.jpg
6865.jpg
6887.jpg",What did the viewer look at immediately after placing his left hand on the phone?,"A: The remote control on the table.
B: The orange bottle on the table.
C: The man X's hands as he picks up the second phone.
D: The bookshelf in the background.
E: The screen of the phone.",E
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"8469.jpg
8554.jpg
8607.jpg
8686.jpg
8944.jpg
10093.jpg
10231.jpg
10441.jpg
10617.jpg",What did the viewer look at immediately after shuffling the cards in her hands?,"A: The television screen
B: The man X's cards
C: The cards on her lap
D: The table where she dropped some cards
E: The orange water bottle",D
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"12063.jpg
12118.jpg
12264.jpg
12392.jpg
12873.jpg
13628.jpg
13783.jpg
13794.jpg
13820.jpg",What did the viewer look at immediately after C transferred the cards from her right hand to her left hand?,"A: The television screen
B: The man X's face
C: The cards in her left hand
D: The glass of water on the table
E: The bottle on the table",C
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"15857.jpg
15920.jpg
16084.jpg
16238.jpg
16367.jpg
16507.jpg
16578.jpg
16617.jpg
16654.jpg",What did the viewer look at immediately after picking up the first set of cards from the table?,"A: The television screen
B: The man X's hand holding cards
C: The orange bottle on the table
D: The arranged cards in their own hands
E: The floor near the couch",D
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,"17260.jpg
17391.jpg
17423.jpg
17430.jpg
17456.jpg
17499.jpg
17545.jpg
17596.jpg
17681.jpg",What did the viewer look at immediately after picking up two cards from the table with her left hand?,"A: The television screen
B: The man X's face
C: The orange water bottle on the table
D: The cards in her own hands
E: The window blinds",D
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"21.jpg
92.jpg
320.jpg
414.jpg
439.jpg
540.jpg
767.jpg
889.jpg
1104.jpg",What did the viewer look at immediately after person X walked away from the table in Frame 3?,"A: The television screen
B: Person C talking
C: The kitchen counter
D: The ceiling fan
E: The couch",B
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"2248.jpg
2364.jpg
2664.jpg
2732.jpg
2969.jpg
3001.jpg
3241.jpg
3339.jpg
3482.jpg",What did the viewer look at immediately after person X walked away for the second time?,"A: The paper on the table.
B: Person Y who was talking.
C: The couch in the living room.
D: The television screen.
E: The kitchen area.",B
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"5073.jpg
5315.jpg
6713.jpg
6723.jpg
6834.jpg
7276.jpg
7714.jpg
8047.jpg
8155.jpg",What did the viewer look at immediately after dividing the cards?,"A: The television screen
B: The person on their left
C: The instruction sheet on the table
D: The couch in the background
E: The person on their right",C
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"11014.jpg
11120.jpg
11283.jpg
11391.jpg
11544.jpg
11879.jpg
11977.jpg
12037.jpg
12504.jpg",What did the viewer look at immediately after dropping the cards on the table?,"A: The television screen
B: The other person's face
C: The cards on the table
D: The paper on the table
E: The window",C
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"14551.jpg
14691.jpg
14876.jpg
15201.jpg
15328.jpg
15502.jpg
15566.jpg
15678.jpg
15723.jpg",What did the viewer look at immediately after shuffling cards in Frame 8?,"A: The television screen
B: The person on their left (x)
C: The table and the cards laid out
D: The couch and decorative pillows
E: The kitchen area",C
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"16619.jpg
16740.jpg
16810.jpg
16871.jpg
16947.jpg
17028.jpg
17073.jpg
17224.jpg
17370.jpg",What did the viewer look at immediately after shuffling the cards and before putting a card on the table?,"A: The television screen
B: The other player's hand
C: The cards in their own hand
D: The couch cushions
E: The kitchen area",C
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"0.jpg
68.jpg
72.jpg
195.jpg
226.jpg
288.jpg
314.jpg
348.jpg
366.jpg",What did the viewer look at immediately after shifting their gaze from the phone to the cards on the table?,"A: The woman X's hand as she touches the cards.
B: The man Y's folded hands.
C: The cup of juice on the table.
D: The staircase in the background.
E: The plate with food in front of them.",A
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"665.jpg
670.jpg
686.jpg
746.jpg
789.jpg
912.jpg
984.jpg
1076.jpg
1085.jpg",What did the viewer look at immediately after pressing the phone on the table with his left hand?,"A: The woman X arranging the cards on the table.
B: The plate of food in front of him.
C: The man Y sitting across the table.
D: The staircase in the background.
E: The glass of beer on the table.",A
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"1981.jpg
2059.jpg
2142.jpg
2267.jpg
2333.jpg
2392.jpg
2411.jpg
2426.jpg
2552.jpg",What did the viewer look at immediately after moving the card on the table with his left hand in Frame 7?,"A: The phone on the table.
B: The woman X's hands as she moves the cards.
C: The snacks on the plate.
D: The staircase in the background.
E: The other person's wristwatch.",A
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"2862.jpg
3103.jpg
3119.jpg
3158.jpg
3159.jpg
3198.jpg
3277.jpg
3355.jpg
3382.jpg",What did the viewer look at immediately after touching the phone on the table?,"A: The woman X folding her hands together.
B: The woman X drinking from the can of juice.
C: The cards on the table.
D: The plate with food in front of them.
E: The woman X picking up the can of juice.",C
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"5044.jpg
5067.jpg
5097.jpg
5139.jpg
5429.jpg
5473.jpg
5515.jpg
5604.jpg
6172.jpg",What did the viewer look at immediately after C moved the card on the table with his left hand for the fourth time?,"A: The woman Z's hand as she moves a card.
B: The snacks on the plate in front of him.
C: The phone on the table.
D: The cards that were already placed on the table.
E: The man Y's face.",A
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"6799.jpg
6809.jpg
6848.jpg
6864.jpg
6881.jpg
6905.jpg
7012.jpg
7059.jpg
7150.jpg",What did the viewer look at immediately after touching the chips inside the plate?,"A: The woman Z picking up a cup of juice
B: The man Y drinking from his cup of juice
C: The woman X dropping her can of juice on the table
D: The cards on the table
E: The phone on the table",E
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"8124.jpg
8133.jpg
8195.jpg
8253.jpg
8322.jpg
8571.jpg
8576.jpg
8676.jpg
8766.jpg",What did the viewer look at immediately after picking up the chips from the plate?,"A: The man Y drinking juice
B: The woman D scratching her arm
C: The slice of potato on the plate
D: The ketchup in the plate
E: The man A being pointed to",D
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"9122.jpg
9378.jpg
9766.jpg
9795.jpg
9823.jpg
9978.jpg
10003.jpg
10015.jpg
10025.jpg",What did the viewer look at immediately after the woman B dropped a poker chip on a card?,"A: The man A shifting a poker chip on the table.
B: The woman D holding her face with her right hand.
C: The woman B putting her right hand on her face.
D: The woman B picking another poker chip from the table.
E: The phone on the table.",D
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"10231.jpg
10267.jpg
10272.jpg
10292.jpg
10358.jpg
10372.jpg
10548.jpg
10556.jpg
10590.jpg",What did the viewer look at immediately after the woman B shifted the card on the table with her right hand?,"A: The man A's face as he touched his own face.
B: The cards that C was pointing to on the table.
C: The phone on the table showing the timer.
D: The woman B's face as she put her hand on her face.
E: The poker chips on the table.",C
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"11433.jpg
11514.jpg
11523.jpg
11549.jpg
11559.jpg
11839.jpg
11855.jpg
11885.jpg
11932.jpg",What did the viewer look at immediately after the woman B tapped her right hand on the table?,"A: The poker chip that the man A picked up.
B: The cards in front of the woman D.
C: The phone on the table.
D: The woman B's face.
E: The staircase in the background.",A
5819e52c-4e12-4f86-ad69-76fc215dfbcb,"36.jpg
66.jpg
167.jpg
278.jpg
364.jpg
422.jpg
2024.jpg
2086.jpg
3303.jpg",What did the viewer look at immediately after putting the phone in his pocket?,"A: The music manuscript on the piano.
B: The floor near the piano.
C: The keys of the piano.
D: The bookshelf in the background.
E: The wristwatch on his left hand.",A
5819e52c-4e12-4f86-ad69-76fc215dfbcb,"8667.jpg
9239.jpg
10284.jpg
12687.jpg
13003.jpg
13093.jpg
13536.jpg
13710.jpg
15825.jpg",What did the viewer look at immediately after sliding his left hand on the music note book in Frame 5?,"A: The piano keys
B: The right hand playing the piano
C: The music notes on the book
D: The floor
E: The wall",C
65637ec8-01e5-4152-9fc5-d6be563fc35e,"24.jpg
95.jpg
159.jpg
441.jpg
491.jpg
540.jpg
585.jpg
737.jpg
799.jpg",What did the viewer look at immediately after O closed the door and walked towards the couch?,"A: The vacuum cleaner on the floor.
B: The polythene paper in O's hand.
C: The picture frame on the wall.
D: The table near the door.
E: The couch where O sat.",B
65637ec8-01e5-4152-9fc5-d6be563fc35e,"2179.jpg
2273.jpg
2306.jpg
2347.jpg
2461.jpg
2524.jpg
2599.jpg
2700.jpg
2883.jpg",What did the viewer look at immediately after shuffling the cards in Frame 8?,"A: The box on the couch.
B: The person's hand as they picked up the cards.
C: The staircase in the background.
D: The floor near the shoes.
E: The table with the patterned cloth.",B
65637ec8-01e5-4152-9fc5-d6be563fc35e,"4774.jpg
5595.jpg
5620.jpg
6247.jpg
6462.jpg
6786.jpg
6864.jpg
6924.jpg
9017.jpg",What did the viewer look at immediately after picking up the cards in Frame 2?,"A: The paper on the couch.
B: The other person's hand.
C: The cards in their own hands.
D: The floor.
E: The staircase.",C
65637ec8-01e5-4152-9fc5-d6be563fc35e,"11598.jpg
11807.jpg
12203.jpg
12291.jpg
12774.jpg
12942.jpg
12978.jpg
13645.jpg
13895.jpg",What did the viewer look at immediately after O placed the card on the couch?,"A: The paper on the couch.
B: The staircase in the background.
C: The card that was just placed.
D: The person's hand holding the cards.
E: The floor near the shoes.",C
83081c5a-8456-44d8-af67-280034f8f0a6,"255.jpg
342.jpg
441.jpg
520.jpg
559.jpg
652.jpg
708.jpg
765.jpg
1228.jpg",What did the viewer look at immediately after adjusting the stand in Frame 6?,"A: The phone on the table.
B: The papers on the music stand.
C: The pen on the floor.
D: The couch in the background.
E: The window curtains.",B
83081c5a-8456-44d8-af67-280034f8f0a6,"4109.jpg
4169.jpg
4292.jpg
4407.jpg
5791.jpg
5852.jpg
6787.jpg
6879.jpg
7603.jpg",What did the viewer look at immediately after putting the music sheet aside?,"A: The living room sofa
B: The harp strings
C: The window curtains
D: The floor lamp
E: The table with the laptop",B
83081c5a-8456-44d8-af67-280034f8f0a6,"10319.jpg
10393.jpg
10459.jpg
10495.jpg
11555.jpg
11714.jpg
11730.jpg
14354.jpg
14525.jpg",What did the viewer look at immediately after adjusting the bookstand?,"A: The music sheet on the stand.
B: The couch in the background.
C: The window with curtains.
D: The harp strings.
E: The floor.",D
83081c5a-8456-44d8-af67-280034f8f0a6,"15392.jpg
15516.jpg
15577.jpg
15984.jpg
16119.jpg
16567.jpg
17162.jpg
17265.jpg
17290.jpg",What did the viewer look at immediately after adjusting the music sheet with her left hand?,"A: The strings of the harp.
B: The couch in the background.
C: The window on the right side.
D: The floor near the radiator.
E: The laptop on the table.",A
642aefe6-1639-4331-a175-ce03faaecc04,"103.jpg
402.jpg
421.jpg
3802.jpg
3835.jpg
3859.jpg
3881.jpg
3887.jpg
3895.jpg",What did the viewer look at immediately after picking up the card game?,"A: The booklet on the table.
B: The nylon wrapper of the card game.
C: The decorative items on the table.
D: The television screen in the background.
E: The cup with a face design.",B
642aefe6-1639-4331-a175-ce03faaecc04,"5522.jpg
5627.jpg
5648.jpg
5666.jpg
5690.jpg
5709.jpg
5857.jpg
5892.jpg
5931.jpg",What did the viewer look at immediately after bringing out the cards from the card pack?,"A: The carton on the table.
B: Man A's hand.
C: The instruction manual.
D: The deck of cards in their hands.
E: The plastic bag on the left.",D
642aefe6-1639-4331-a175-ce03faaecc04,"6256.jpg
6413.jpg
6582.jpg
6854.jpg
6871.jpg
6882.jpg
6928.jpg
6985.jpg
7069.jpg",What did the viewer look at immediately after splitting the cards in both hands?,"A: The table where Man A was collecting the cards.
B: The cards being held by Man A.
C: The instruction sheet on the table.
D: The decorative pumpkins in the background.
E: The wristwatch on their left hand.",A
642aefe6-1639-4331-a175-ce03faaecc04,"7765.jpg
7850.jpg
7933.jpg
8067.jpg
8147.jpg
8223.jpg
8238.jpg
8683.jpg
8783.jpg",What did the viewer look at immediately after interacting with Man A in Frame 3?,"A: The cards being held by Man A.
B: The nylon on the table.
C: The window behind Man A.
D: The papers scattered on the table.
E: The plant on the left side of the table.",A
642aefe6-1639-4331-a175-ce03faaecc04,"9281.jpg
9479.jpg
9502.jpg
9536.jpg
9599.jpg
9626.jpg
9636.jpg
9663.jpg
9756.jpg",What did the viewer look at immediately after shuffling the cards in Frame 1?,"A: The table where the cards were being shuffled.
B: Man A's hands as he gesticulates.
C: The cards being packed on the table.
D: The cards being adjusted in both hands.
E: The cards being placed on the table.",C
642aefe6-1639-4331-a175-ce03faaecc04,"10587.jpg
10592.jpg
10633.jpg
10716.jpg
10990.jpg
12247.jpg
12278.jpg
12302.jpg
12359.jpg",What did the viewer look at immediately after repositioning cards in his hands with his left hand?,"A: The television screen
B: Man A's spread-out cards
C: The cards on the table
D: The window behind the table
E: The sofa",C
642aefe6-1639-4331-a175-ce03faaecc04,"13034.jpg
13038.jpg
13039.jpg
13069.jpg
13234.jpg
13261.jpg
13307.jpg
13410.jpg
13620.jpg",What did C look at immediately after shuffling the cards in both hands?,"A: The table where the cards were placed.
B: Man A's face.
C: The cards in his own hands.
D: The ceiling.
E: The window.",C
642aefe6-1639-4331-a175-ce03faaecc04,"14516.jpg
14569.jpg
14583.jpg
14680.jpg
14709.jpg
14741.jpg
14972.jpg
15018.jpg
15235.jpg",What did the viewer look at immediately after shuffling the cards in both hands for the second time?,"A: The card picked from the table
B: The opponent's hand
C: The cards on the table
D: The opponent's face
E: The cards in their own hands",A
642aefe6-1639-4331-a175-ce03faaecc04,"16100.jpg
16448.jpg
16468.jpg
16572.jpg
16575.jpg
16596.jpg
16767.jpg
16845.jpg
16903.jpg",What did the viewer look at immediately after C passed a card to Man A?,"A: The cards in his own hand.
B: The table where the cards were being played.
C: Man A's face as he received the card.
D: The cards on the table that were already played.
E: The window in the background.",C
30294c41-c90d-438a-af19-c1c74787d06b,"0.jpg
185.jpg
298.jpg
523.jpg
639.jpg
659.jpg
693.jpg
736.jpg
788.jpg",What did the viewer look at immediately after disposing the dirt in the dustbin?,"A: The phone on the counter.
B: The plate on the table.
C: Man X sitting at the table.
D: The food on the stove.
E: The dining chairs.",A
30294c41-c90d-438a-af19-c1c74787d06b,"2101.jpg
2237.jpg
2357.jpg
2689.jpg
2759.jpg
2869.jpg
3547.jpg
3678.jpg
3843.jpg",What did the viewer look at immediately after lady Z walked?,"A: The dice on the table.
B: Lady Y picking up the dices.
C: Man X walking.
D: The food on their plate.
E: The game board.",B
30294c41-c90d-438a-af19-c1c74787d06b,"5221.jpg
5584.jpg
5887.jpg
5925.jpg
6328.jpg
6402.jpg
6444.jpg
6478.jpg
6627.jpg",What did the viewer look at immediately after lady Z poured the beverage into the cups?,"A: The cards on the table.
B: Lady Y as she walked away.
C: The food on their plate.
D: The television in the background.
E: The kitchen area.",C
30294c41-c90d-438a-af19-c1c74787d06b,"8103.jpg
8180.jpg
8304.jpg
8470.jpg
8597.jpg
8789.jpg
8829.jpg
8882.jpg
8946.jpg",What did the viewer look at immediately after lady Z played?,"A: The food on their plate.
B: Lady X as she talks.
C: Man Z as he walks.
D: The game board.
E: Lady Y as she eats.",B
30294c41-c90d-438a-af19-c1c74787d06b,"10110.jpg
10168.jpg
10239.jpg
10343.jpg
10522.jpg
10740.jpg
10802.jpg
10827.jpg
10905.jpg",What did the viewer look at immediately after lady X gave man Z the cards?,"A: The game board
B: Lady Y eating
C: The cards on the table
D: Lady X sitting down
E: The die on the table",D
30294c41-c90d-438a-af19-c1c74787d06b,"11814.jpg
11938.jpg
11976.jpg
12058.jpg
12215.jpg
12268.jpg
12310.jpg
12394.jpg
12476.jpg",What did the viewer look at immediately after lady X put the lid on the table?,"A: The bottle that lady X opened.
B: The cards in front of C.
C: The dice on the table.
D: The food on the plate.
E: The cup next to lady X.",A
30294c41-c90d-438a-af19-c1c74787d06b,"13398.jpg
13457.jpg
13533.jpg
13611.jpg
13669.jpg
13757.jpg
13864.jpg
14144.jpg
14403.jpg",What did the viewer look at immediately after lady X picked the cards in Frame 7?,"A: The game board on the table.
B: The snacks on their plate.
C: Lady X's phone.
D: The bottle of soda.
E: The cards in their hand.",A
